@relation NNGC1_dataset_F1_V1_006
@attribute TimeStamp real [5, 1739]
@attribute Lag04 real [317, 18771]
@attribute Lag03 real [317, 18771]
@attribute Lag02 real [317, 18771]
@attribute Lag01 real [317, 18771]
@attribute Lag00 real [317, 18771]
@inputs Lag04, Lag03, Lag02, Lag01
@outputs Lag00
@data
1257, 10711, 10250, 9136, 5722, 4032
1258, 10250, 9136, 5722, 4032, 2706
1259, 9136, 5722, 4032, 2706, 2771
1260, 5722, 4032, 2706, 2771, 2030
1261, 4032, 2706, 2771, 2030, 484
1262, 2706, 2771, 2030, 484, 609
1263, 2771, 2030, 484, 609, 886
1264, 2030, 484, 609, 886, 1781
1265, 484, 609, 886, 1781, 2511
1266, 609, 886, 1781, 2511, 3523
1267, 886, 1781, 2511, 3523, 4067
1268, 1781, 2511, 3523, 4067, 4853
1269, 2511, 3523, 4067, 4853, 5341
1270, 3523, 4067, 4853, 5341, 6153
1271, 4067, 4853, 5341, 6153, 6335
1272, 4853, 5341, 6153, 6335, 6087
1273, 5341, 6153, 6335, 6087, 7342
1274, 6153, 6335, 6087, 7342, 6767
1275, 6335, 6087, 7342, 6767, 6220
1276, 6087, 7342, 6767, 6220, 4111
1277, 7342, 6767, 6220, 4111, 3124
1278, 6767, 6220, 4111, 3124, 2077
1279, 6220, 4111, 3124, 2077, 1864
1280, 4111, 3124, 2077, 1864, 1743
1281, 3124, 2077, 1864, 1743, 1181
1282, 2077, 1864, 1743, 1181, 2853
1283, 1864, 1743, 1181, 2853, 9835
1284, 1743, 1181, 2853, 9835, 17211
1285, 1181, 2853, 9835, 17211, 10915
1286, 2853, 9835, 17211, 10915, 6662
1287, 9835, 17211, 10915, 6662, 5877
1288, 17211, 10915, 6662, 5877, 7005
1289, 10915, 6662, 5877, 7005, 7951
1290, 6662, 5877, 7005, 7951, 7210
1291, 5877, 7005, 7951, 7210, 7853
1292, 7005, 7951, 7210, 7853, 9905
1293, 7951, 7210, 7853, 9905, 12637
1294, 7210, 7853, 9905, 12637, 11145
1295, 7853, 9905, 12637, 11145, 8296
1296, 9905, 12637, 11145, 8296, 5282
1297, 12637, 11145, 8296, 5282, 3313
1298, 11145, 8296, 5282, 3313, 2085
1299, 8296, 5282, 3313, 2085, 1568
1300, 5282, 3313, 2085, 1568, 742
1301, 3313, 2085, 1568, 742, 1260
1302, 2085, 1568, 742, 1260, 2815
1303, 1568, 742, 1260, 2815, 10540
1304, 742, 1260, 2815, 10540, 18407
1305, 1260, 2815, 10540, 18407, 11585
1306, 2815, 10540, 18407, 11585, 7573
1307, 10540, 18407, 11585, 7573, 6700
1308, 18407, 11585, 7573, 6700, 7766
1309, 11585, 7573, 6700, 7766, 8518
1310, 7573, 6700, 7766, 8518, 8031
1311, 6700, 7766, 8518, 8031, 8528
1312, 7766, 8518, 8031, 8528, 10765
1313, 8518, 8031, 8528, 10765, 13873
1314, 8031, 8528, 10765, 13873, 11855
1315, 8528, 10765, 13873, 11855, 9157
1316, 10765, 13873, 11855, 9157, 5702
1317, 13873, 11855, 9157, 5702, 3402
1318, 11855, 9157, 5702, 3402, 2478
1319, 9157, 5702, 3402, 2478, 1938
1320, 5702, 3402, 2478, 1938, 798
1321, 3402, 2478, 1938, 798, 1274
1322, 2478, 1938, 798, 1274, 2744
1323, 1938, 798, 1274, 2744, 10118
1324, 798, 1274, 2744, 10118, 17171
1325, 1274, 2744, 10118, 17171, 11482
1326, 2744, 10118, 17171, 11482, 7301
1327, 10118, 17171, 11482, 7301, 6480
1328, 17171, 11482, 7301, 6480, 7897
1329, 11482, 7301, 6480, 7897, 8604
1330, 7301, 6480, 7897, 8604, 8514
1331, 6480, 7897, 8604, 8514, 8949
1332, 7897, 8604, 8514, 8949, 10531
1333, 8604, 8514, 8949, 10531, 13388
1334, 8514, 8949, 10531, 13388, 11483
1335, 8949, 10531, 13388, 11483, 9340
1336, 10531, 13388, 11483, 9340, 5769
1337, 13388, 11483, 9340, 5769, 3438
1338, 11483, 9340, 5769, 3438, 2468
1339, 9340, 5769, 3438, 2468, 2113
1340, 5769, 3438, 2468, 2113, 999
1341, 3438, 2468, 2113, 999, 873
1342, 2468, 2113, 999, 873, 2016
1343, 2113, 999, 873, 2016, 6042
1344, 999, 873, 2016, 6042, 8980
1345, 873, 2016, 6042, 8980, 6769
1346, 2016, 6042, 8980, 6769, 4260
1347, 6042, 8980, 6769, 4260, 3565
1348, 8980, 6769, 4260, 3565, 3671
1349, 6769, 4260, 3565, 3671, 4319
1350, 4260, 3565, 3671, 4319, 4073
1351, 3565, 3671, 4319, 4073, 4697
1352, 3671, 4319, 4073, 4697, 5725
1353, 4319, 4073, 4697, 5725, 6250
1354, 4073, 4697, 5725, 6250, 4935
1355, 4697, 5725, 6250, 4935, 4217
1356, 5725, 6250, 4935, 4217, 2426
1357, 6250, 4935, 4217, 2426, 1276
1358, 4935, 4217, 2426, 1276, 930
1359, 4217, 2426, 1276, 930, 870
1360, 2426, 1276, 930, 870, 743
1361, 1276, 930, 870, 743, 1087
1362, 930, 870, 743, 1087, 2711
1363, 870, 743, 1087, 2711, 9843
1364, 743, 1087, 2711, 9843, 17396
1365, 1087, 2711, 9843, 17396, 11637
1366, 2711, 9843, 17396, 11637, 7671
1367, 9843, 17396, 11637, 7671, 7149
1368, 17396, 11637, 7671, 7149, 8284
1369, 11637, 7671, 7149, 8284, 8583
1370, 7671, 7149, 8284, 8583, 8325
1371, 7149, 8284, 8583, 8325, 9439
1372, 8284, 8583, 8325, 9439, 11300
1373, 8583, 8325, 9439, 11300, 12747
1374, 8325, 9439, 11300, 12747, 10242
1375, 9439, 11300, 12747, 10242, 9085
1376, 11300, 12747, 10242, 9085, 5938
1377, 12747, 10242, 9085, 5938, 4047
1378, 10242, 9085, 5938, 4047, 2819
1379, 9085, 5938, 4047, 2819, 2444
1380, 5938, 4047, 2819, 2444, 857
1381, 4047, 2819, 2444, 857, 668
1382, 2819, 2444, 857, 668, 1150
1383, 2444, 857, 668, 1150, 2687
1384, 857, 668, 1150, 2687, 4522
1385, 668, 1150, 2687, 4522, 5567
1386, 1150, 2687, 4522, 5567, 6006
1387, 2687, 4522, 5567, 6006, 6379
1388, 4522, 5567, 6006, 6379, 7273
1389, 5567, 6006, 6379, 7273, 8275
1390, 6006, 6379, 7273, 8275, 9039
1391, 6379, 7273, 8275, 9039, 10082
1392, 7273, 8275, 9039, 10082, 9964
1393, 8275, 9039, 10082, 9964, 10516
1394, 9039, 10082, 9964, 10516, 10180
1395, 10082, 9964, 10516, 10180, 10073
1396, 9964, 10516, 10180, 10073, 6424
1397, 10516, 10180, 10073, 6424, 4195
1398, 10180, 10073, 6424, 4195, 3241
1399, 10073, 6424, 4195, 3241, 3068
1400, 6424, 4195, 3241, 3068, 2214
1401, 4195, 3241, 3068, 2214, 435
1402, 3241, 3068, 2214, 435, 609
1403, 3068, 2214, 435, 609, 1029
1404, 2214, 435, 609, 1029, 1886
1405, 435, 609, 1029, 1886, 2553
1406, 609, 1029, 1886, 2553, 3525
1407, 1029, 1886, 2553, 3525, 4275
1408, 1886, 2553, 3525, 4275, 4908
1409, 2553, 3525, 4275, 4908, 5393
1410, 3525, 4275, 4908, 5393, 6120
1411, 4275, 4908, 5393, 6120, 6404
1412, 4908, 5393, 6120, 6404, 6600
1413, 5393, 6120, 6404, 6600, 7071
1414, 6120, 6404, 6600, 7071, 6755
1415, 6404, 6600, 7071, 6755, 6222
1416, 6600, 7071, 6755, 6222, 4359
1417, 7071, 6755, 6222, 4359, 3116
1418, 6755, 6222, 4359, 3116, 2025
1419, 6222, 4359, 3116, 2025, 1874
1420, 4359, 3116, 2025, 1874, 1880
1421, 3116, 2025, 1874, 1880, 1076
1422, 2025, 1874, 1880, 1076, 2835
1423, 1874, 1880, 1076, 2835, 9918
1424, 1880, 1076, 2835, 9918, 17282
1425, 1076, 2835, 9918, 17282, 11059
1426, 2835, 9918, 17282, 11059, 6873
1427, 9918, 17282, 11059, 6873, 6243
1428, 17282, 11059, 6873, 6243, 7210
1429, 11059, 6873, 6243, 7210, 7997
1430, 6873, 6243, 7210, 7997, 7190
1431, 6243, 7210, 7997, 7190, 8024
1432, 7210, 7997, 7190, 8024, 10295
1433, 7997, 7190, 8024, 10295, 13071
1434, 7190, 8024, 10295, 13071, 11805
1435, 8024, 10295, 13071, 11805, 8955
1436, 10295, 13071, 11805, 8955, 5405
1437, 13071, 11805, 8955, 5405, 3754
1438, 11805, 8955, 5405, 3754, 2190
1439, 8955, 5405, 3754, 2190, 1634
1440, 5405, 3754, 2190, 1634, 755
1441, 3754, 2190, 1634, 755, 1250
1442, 2190, 1634, 755, 1250, 2969
1443, 1634, 755, 1250, 2969, 10578
1444, 755, 1250, 2969, 10578, 18301
1445, 1250, 2969, 10578, 18301, 11727
1446, 2969, 10578, 18301, 11727, 7453
1447, 10578, 18301, 11727, 7453, 6528
1448, 18301, 11727, 7453, 6528, 7863
1449, 11727, 7453, 6528, 7863, 8410
1450, 7453, 6528, 7863, 8410, 7681
1451, 6528, 7863, 8410, 7681, 8391
1452, 7863, 8410, 7681, 8391, 10586
1453, 8410, 7681, 8391, 10586, 13427
1454, 7681, 8391, 10586, 13427, 11958
1455, 8391, 10586, 13427, 11958, 9552
1456, 10586, 13427, 11958, 9552, 5684
1457, 13427, 11958, 9552, 5684, 3344
1458, 11958, 9552, 5684, 3344, 2575
1459, 9552, 5684, 3344, 2575, 2096
1460, 5684, 3344, 2575, 2096, 851
1461, 3344, 2575, 2096, 851, 1105
1462, 2575, 2096, 851, 1105, 2913
1463, 2096, 851, 1105, 2913, 10038
1464, 851, 1105, 2913, 10038, 16888
1465, 1105, 2913, 10038, 16888, 11528
1466, 2913, 10038, 16888, 11528, 7164
1467, 10038, 16888, 11528, 7164, 6435
1468, 16888, 11528, 7164, 6435, 7884
1469, 11528, 7164, 6435, 7884, 8128
1470, 7164, 6435, 7884, 8128, 8520
1471, 6435, 7884, 8128, 8520, 8887
1472, 7884, 8128, 8520, 8887, 10258
1473, 8128, 8520, 8887, 10258, 13645
1474, 8520, 8887, 10258, 13645, 11998
1475, 8887, 10258, 13645, 11998, 9900
1476, 10258, 13645, 11998, 9900, 5987
1477, 13645, 11998, 9900, 5987, 3835
1478, 11998, 9900, 5987, 3835, 2913
1479, 9900, 5987, 3835, 2913, 2344
1480, 5987, 3835, 2913, 2344, 1058
1481, 3835, 2913, 2344, 1058, 1296
1482, 2913, 2344, 1058, 1296, 2914
1483, 2344, 1058, 1296, 2914, 10060
1484, 1058, 1296, 2914, 10060, 17482
1485, 1296, 2914, 10060, 17482, 12055
1486, 2914, 10060, 17482, 12055, 7456
1487, 10060, 17482, 12055, 7456, 6563
1488, 17482, 12055, 7456, 6563, 7315
1489, 12055, 7456, 6563, 7315, 7931
1490, 7456, 6563, 7315, 7931, 7456
1491, 6563, 7315, 7931, 7456, 8165
1492, 7315, 7931, 7456, 8165, 10453
1493, 7931, 7456, 8165, 10453, 12700
1494, 7456, 8165, 10453, 12700, 12069
1495, 8165, 10453, 12700, 12069, 9775
1496, 10453, 12700, 12069, 9775, 6126
1497, 12700, 12069, 9775, 6126, 3865
1498, 12069, 9775, 6126, 3865, 2883
1499, 9775, 6126, 3865, 2883, 2573
1500, 6126, 3865, 2883, 2573, 1292
1501, 3865, 2883, 2573, 1292, 1077
1502, 2883, 2573, 1292, 1077, 2857
1503, 2573, 1292, 1077, 2857, 9689
1504, 1292, 1077, 2857, 9689, 17293
1505, 1077, 2857, 9689, 17293, 11773
1506, 2857, 9689, 17293, 11773, 7622
1507, 9689, 17293, 11773, 7622, 7066
1508, 17293, 11773, 7622, 7066, 7928
1509, 11773, 7622, 7066, 7928, 8412
1510, 7622, 7066, 7928, 8412, 8021
1511, 7066, 7928, 8412, 8021, 9139
1512, 7928, 8412, 8021, 9139, 11418
1513, 8412, 8021, 9139, 11418, 13077
1514, 8021, 9139, 11418, 13077, 11359
1515, 9139, 11418, 13077, 11359, 10142
1516, 11418, 13077, 11359, 10142, 6487
1517, 13077, 11359, 10142, 6487, 4348
1518, 11359, 10142, 6487, 4348, 3142
1519, 10142, 6487, 4348, 3142, 2753
1520, 6487, 4348, 3142, 2753, 1606
1521, 4348, 3142, 2753, 1606, 609
1522, 3142, 2753, 1606, 609, 1194
1523, 2753, 1606, 609, 1194, 2658
1524, 1606, 609, 1194, 2658, 4489
1525, 609, 1194, 2658, 4489, 5827
1526, 1194, 2658, 4489, 5827, 6284
1527, 2658, 4489, 5827, 6284, 6460
1528, 4489, 5827, 6284, 6460, 7183
1529, 5827, 6284, 6460, 7183, 7799
1530, 6284, 6460, 7183, 7799, 9133
1531, 6460, 7183, 7799, 9133, 9876
1532, 7183, 7799, 9133, 9876, 10239
1533, 7799, 9133, 9876, 10239, 10864
1534, 9133, 9876, 10239, 10864, 10839
1535, 9876, 10239, 10864, 10839, 10115
1536, 10239, 10864, 10839, 10115, 6627
1537, 10864, 10839, 10115, 6627, 4428
1538, 10839, 10115, 6627, 4428, 3400
1539, 10115, 6627, 4428, 3400, 3246
1540, 6627, 4428, 3400, 3246, 2338
1541, 4428, 3400, 3246, 2338, 486
1542, 3400, 3246, 2338, 486, 628
1543, 3246, 2338, 486, 628, 1112
1544, 2338, 486, 628, 1112, 2054
1545, 486, 628, 1112, 2054, 3139
1546, 628, 1112, 2054, 3139, 4137
1547, 1112, 2054, 3139, 4137, 4499
1548, 2054, 3139, 4137, 4499, 5179
1549, 3139, 4137, 4499, 5179, 5757
1550, 4137, 4499, 5179, 5757, 6597
1551, 4499, 5179, 5757, 6597, 6588
1552, 5179, 5757, 6597, 6588, 6566
1553, 5757, 6597, 6588, 6566, 7129
1554, 6597, 6588, 6566, 7129, 6945
1555, 6588, 6566, 7129, 6945, 6530
1556, 6566, 7129, 6945, 6530, 4463
1557, 7129, 6945, 6530, 4463, 3140
1558, 6945, 6530, 4463, 3140, 2114
1559, 6530, 4463, 3140, 2114, 1909
1560, 4463, 3140, 2114, 1909, 1996
1561, 3140, 2114, 1909, 1996, 1059
1562, 2114, 1909, 1996, 1059, 2885
1563, 1909, 1996, 1059, 2885, 9659
1564, 1996, 1059, 2885, 9659, 16990
1565, 1059, 2885, 9659, 16990, 11214
1566, 2885, 9659, 16990, 11214, 6938
1567, 9659, 16990, 11214, 6938, 6230
1568, 16990, 11214, 6938, 6230, 6929
1569, 11214, 6938, 6230, 6929, 7933
1570, 6938, 6230, 6929, 7933, 7072
1571, 6230, 6929, 7933, 7072, 8046
1572, 6929, 7933, 7072, 8046, 10171
1573, 7933, 7072, 8046, 10171, 12826
1574, 7072, 8046, 10171, 12826, 11227
1575, 8046, 10171, 12826, 11227, 8947
1576, 10171, 12826, 11227, 8947, 5441
1577, 12826, 11227, 8947, 5441, 3443
1578, 11227, 8947, 5441, 3443, 2406
1579, 8947, 5441, 3443, 2406, 1773
1580, 5441, 3443, 2406, 1773, 811
1581, 3443, 2406, 1773, 811, 1269
1582, 2406, 1773, 811, 1269, 3132
1583, 1773, 811, 1269, 3132, 10616
1584, 811, 1269, 3132, 10616, 18771
1585, 1269, 3132, 10616, 18771, 12119
1586, 3132, 10616, 18771, 12119, 8155
1587, 10616, 18771, 12119, 8155, 7117
1588, 18771, 12119, 8155, 7117, 7796
1589, 12119, 8155, 7117, 7796, 8265
1590, 8155, 7117, 7796, 8265, 7539
1591, 7117, 7796, 8265, 7539, 8625
1592, 7796, 8265, 7539, 8625, 10453
1593, 8265, 7539, 8625, 10453, 12956
1594, 7539, 8625, 10453, 12956, 11363
1595, 8625, 10453, 12956, 11363, 9511
1596, 10453, 12956, 11363, 9511, 5692
1597, 12956, 11363, 9511, 5692, 3299
1598, 11363, 9511, 5692, 3299, 2614
1599, 9511, 5692, 3299, 2614, 2111
1600, 5692, 3299, 2614, 2111, 919
1601, 3299, 2614, 2111, 919, 1281
1602, 2614, 2111, 919, 1281, 2858
1603, 2111, 919, 1281, 2858, 10337
1604, 919, 1281, 2858, 10337, 17232
1605, 1281, 2858, 10337, 17232, 11540
1606, 2858, 10337, 17232, 11540, 7295
1607, 10337, 17232, 11540, 7295, 6724
1608, 17232, 11540, 7295, 6724, 7956
1609, 11540, 7295, 6724, 7956, 8547
1610, 7295, 6724, 7956, 8547, 8456
1611, 6724, 7956, 8547, 8456, 8897
1612, 7956, 8547, 8456, 8897, 10254
1613, 8547, 8456, 8897, 10254, 13209
1614, 8456, 8897, 10254, 13209, 12087
1615, 8897, 10254, 13209, 12087, 9958
1616, 10254, 13209, 12087, 9958, 6317
1617, 13209, 12087, 9958, 6317, 4150
1618, 12087, 9958, 6317, 4150, 2688
1619, 9958, 6317, 4150, 2688, 2244
1620, 6317, 4150, 2688, 2244, 1088
1621, 4150, 2688, 2244, 1088, 1108
1622, 2688, 2244, 1088, 1108, 2982
1623, 2244, 1088, 1108, 2982, 10374
1624, 1088, 1108, 2982, 10374, 18080
1625, 1108, 2982, 10374, 18080, 11671
1626, 2982, 10374, 18080, 11671, 7460
1627, 10374, 18080, 11671, 7460, 6932
1628, 18080, 11671, 7460, 6932, 7650
1629, 11671, 7460, 6932, 7650, 8632
1630, 7460, 6932, 7650, 8632, 7929
1631, 6932, 7650, 8632, 7929, 8767
1632, 7650, 8632, 7929, 8767, 10622
1633, 8632, 7929, 8767, 10622, 12924
1634, 7929, 8767, 10622, 12924, 12888
1635, 8767, 10622, 12924, 12888, 9619
1636, 10622, 12924, 12888, 9619, 6328
1637, 12924, 12888, 9619, 6328, 3887
1638, 12888, 9619, 6328, 3887, 2838
1639, 9619, 6328, 3887, 2838, 2372
1640, 6328, 3887, 2838, 2372, 1222
1641, 3887, 2838, 2372, 1222, 1206
1642, 2838, 2372, 1222, 1206, 2975
1643, 2372, 1222, 1206, 2975, 9507
1644, 1222, 1206, 2975, 9507, 16190
1645, 1206, 2975, 9507, 16190, 11312
1646, 2975, 9507, 16190, 11312, 7649
1647, 9507, 16190, 11312, 7649, 7416
1648, 16190, 11312, 7649, 7416, 8280
1649, 11312, 7649, 7416, 8280, 8369
1650, 7649, 7416, 8280, 8369, 8417
1651, 7416, 8280, 8369, 8417, 9592
1652, 8280, 8369, 8417, 9592, 11692
1653, 8369, 8417, 9592, 11692, 13236
1654, 8417, 9592, 11692, 13236, 11182
1655, 9592, 11692, 13236, 11182, 9626
1656, 11692, 13236, 11182, 9626, 6651
1657, 13236, 11182, 9626, 6651, 4273
1658, 11182, 9626, 6651, 4273, 2977
1659, 9626, 6651, 4273, 2977, 2721
1660, 6651, 4273, 2977, 2721, 1495
1661, 4273, 2977, 2721, 1495, 663
1662, 2977, 2721, 1495, 663, 1291
1663, 2721, 1495, 663, 1291, 2604
1664, 1495, 663, 1291, 2604, 4242
1665, 663, 1291, 2604, 4242, 5496
1666, 1291, 2604, 4242, 5496, 6181
1667, 2604, 4242, 5496, 6181, 6569
1668, 4242, 5496, 6181, 6569, 6695
1669, 5496, 6181, 6569, 6695, 7396
1670, 6181, 6569, 6695, 7396, 8847
1671, 6569, 6695, 7396, 8847, 10308
1672, 6695, 7396, 8847, 10308, 10798
1673, 7396, 8847, 10308, 10798, 11470
1674, 8847, 10308, 10798, 11470, 9613
1675, 10308, 10798, 11470, 9613, 8759
1676, 10798, 11470, 9613, 8759, 5872
1677, 11470, 9613, 8759, 5872, 4225
1678, 9613, 8759, 5872, 4225, 2913
1679, 8759, 5872, 4225, 2913, 2856
1680, 5872, 4225, 2913, 2856, 1942
1681, 4225, 2913, 2856, 1942, 394
1682, 2913, 2856, 1942, 394, 624
1683, 2856, 1942, 394, 624, 901
1684, 1942, 394, 624, 901, 1383
1685, 394, 624, 901, 1383, 2293
1686, 624, 901, 1383, 2293, 3224
1687, 901, 1383, 2293, 3224, 4019
1688, 1383, 2293, 3224, 4019, 4821
1689, 2293, 3224, 4019, 4821, 4974
1690, 3224, 4019, 4821, 4974, 5278
1691, 4019, 4821, 4974, 5278, 5892
1692, 4821, 4974, 5278, 5892, 6088
1693, 4974, 5278, 5892, 6088, 6257
1694, 5278, 5892, 6088, 6257, 6459
1695, 5892, 6088, 6257, 6459, 6389
1696, 6088, 6257, 6459, 6389, 5274
1697, 6257, 6459, 6389, 5274, 3740
1698, 6459, 6389, 5274, 3740, 2511
1699, 6389, 5274, 3740, 2511, 2355
1700, 5274, 3740, 2511, 2355, 1847
1701, 3740, 2511, 2355, 1847, 384
1702, 2511, 2355, 1847, 384, 619
1703, 2355, 1847, 384, 619, 1020
1704, 1847, 384, 619, 1020, 1871
1705, 384, 619, 1020, 1871, 2198
1706, 619, 1020, 1871, 2198, 3108
1707, 1020, 1871, 2198, 3108, 3830
1708, 1871, 2198, 3108, 3830, 4631
1709, 2198, 3108, 3830, 4631, 5111
1710, 3108, 3830, 4631, 5111, 5618
1711, 3830, 4631, 5111, 5618, 6177
1712, 4631, 5111, 5618, 6177, 7150
1713, 5111, 5618, 6177, 7150, 7150
1714, 5618, 6177, 7150, 7150, 6073
1715, 6177, 7150, 7150, 6073, 5950
1716, 7150, 7150, 6073, 5950, 4290
1717, 7150, 6073, 5950, 4290, 3350
1718, 6073, 5950, 4290, 3350, 2246
1719, 5950, 4290, 3350, 2246, 1785
1720, 4290, 3350, 2246, 1785, 1239
1721, 3350, 2246, 1785, 1239, 996
1722, 2246, 1785, 1239, 996, 2776
1723, 1785, 1239, 996, 2776, 9270
1724, 1239, 996, 2776, 9270, 16592
1725, 996, 2776, 9270, 16592, 11324
1726, 2776, 9270, 16592, 11324, 7467
1727, 9270, 16592, 11324, 7467, 6720
1728, 16592, 11324, 7467, 6720, 7442
1729, 11324, 7467, 6720, 7442, 8184
1730, 7467, 6720, 7442, 8184, 7703
1731, 6720, 7442, 8184, 7703, 8135
1732, 7442, 8184, 7703, 8135, 10150
1733, 8184, 7703, 8135, 10150, 12992
1734, 7703, 8135, 10150, 12992, 11459
1735, 8135, 10150, 12992, 11459, 9003
1736, 10150, 12992, 11459, 9003, 5436
1737, 12992, 11459, 9003, 5436, 3259
1738, 11459, 9003, 5436, 3259, 2245
1739, 9003, 5436, 3259, 2245, 1889
